geoid,timestep,injury_count
1_10000,2013,15.0
1_1001,2013,0.9999999999999997
1_1002,2013,0.0
1_10100,2013,25.999999999999968
1_10200,2013,15.999999999999977
1_10300,2013,2.0
1_10400,2013,6.999999999999987
1_10601,2013,5.0
1_10602,2013,7.999999999999981
1_10800,2013,20.999999999999975
1_10900,2013,31.99999999999997
1_11000,2013,29.999999999999947
1_11100,2013,10.999999999999977
1_11201,2013,4.99999999999999
1_11202,2013,8.999999999999991
1_11203,2013,12.999999999999995
1_11300,2013,22.99999999999998
1_11401,2013,9.999999999999998
1_11402,2013,8.999999999999977
1_11500,2013,42.99999999999999
1_11600,2013,1.999999999999998
1_11700,2013,4.999999999999984
1_11800,2013,12.999999999999996
1_11900,2013,19.0
1_1200,2013,1.9999999999999982
1_12000,2013,4.999999999999992
1_12100,2013,12.99999999999999
1_12200,2013,5.999999999999984
1_12400,2013,18.999999999999986
1_12500,2013,17.999999999999975
1_12600,2013,2.999999999999997
1_12700,2013,12.99999999999999
1_12800,2013,7.999999999999993
1_12900,2013,11.999999999999963
1_1300,2013,14.999999999999979
1_13000,2013,4.99999999999999
1_13100,2013,12.99999999999999
1_13200,2013,4.999999999999998
1_13300,2013,12.999999999999996
1_13400,2013,13.999999999999986
1_13500,2013,20.999999999999993
1_13600,2013,6.999999999999993
1_13700,2013,16.999999999999996
1_13800,2013,7.999999999999999
1_13900,2013,24.999999999999986
1_14000,2013,6.999999999999991
1_1401,2013,2.9999999999999996
1_1402,2013,4.999999999999991
1_14200,2013,10.999999999999996
1_14300,2013,29.999999999999982
1_14401,2013,6.0
1_14402,2013,4.999999999999997
1_14500,2013,9.999999999999988
1_14601,2013,2.999999999999996
1_14602,2013,7.999999999999994
1_14700,2013,4.999999999999997
1_14801,2013,7.999999999999998
1_14802,2013,10.999999999999988
1_14900,2013,9.999999999999995
1_15001,2013,1.9999999999999993
1_15002,2013,3.999999999999996
1_1501,2013,4.999999999999991
1_1502,2013,10.999999999999991
1_15100,2013,6.999999999999997
1_15200,2013,7.0
1_15300,2013,12.999999999999993
1_15400,2013,2.999999999999995
1_15500,2013,3.0
1_15601,2013,5.999999999999989
1_15602,2013,0.9999999999999983
1_15700,2013,4.999999999999998
1_15801,2013,4.999999999999995
1_15802,2013,0.9999999999999983
1_15900,2013,1.9999999999999891
1_1600,2013,13.999999999999986
1_16001,2013,5.0
1_16002,2013,0.9999999999999997
1_16100,2013,4.999999999999999
1_16200,2013,3.9999999999999987
1_16300,2013,4.999999999999995
1_16400,2013,5.999999999999993
1_16500,2013,6.999999999999986
1_16600,2013,6.999999999999999
1_16700,2013,3.999999999999991
1_16800,2013,7.999999999999993
1_16900,2013,3.9999999999999956
1_17000,2013,6.9999999999999964
1_17100,2013,7.0
1_17200,2013,9.99999999999999
1_17300,2013,0.999999999999999
1_17401,2013,3.999999999999999
1_17402,2013,1.9999999999999978
1_17500,2013,12.99999999999999
1_17700,2013,4.9999999999999964
1_17800,2013,13.0
1_17900,2013,4.999999999999997
1_1800,2013,33.99999999999994
1_18000,2013,3.999999999999996
1_18100,2013,10.999999999999996
1_18200,2013,22.99999999999999
1_18300,2013,16.999999999999986
1_18400,2013,14.999999999999995
1_18500,2013,6.999999999999997
1_18600,2013,0.0
1_18700,2013,6.0
1_18800,2013,9.999999999999998
1_18900,2013,4.999999999999998
1_19000,2013,1.9999999999999998
1_19100,2013,4.999999999999997
1_19200,2013,0.0
1_19300,2013,4.999999999999995
1_19400,2013,8.999999999999996
1_19500,2013,1.9999999999999973
1_19600,2013,34.99999999999998
1_19701,2013,4.9999999999999964
1_19702,2013,0.9999999999999988
1_19800,2013,5.9999999999999885
1_19900,2013,0.9999999999999976
1_2000,2013,2.9999999999999996
1_20000,2013,11.999999999999988
1_201,2013,0.9999999999999989
1_20101,2013,0.0
1_20102,2013,5.0
1_202,2013,4.999999999999998
1_20300,2013,0.9999999999999989
1_20500,2013,6.0
1_20600,2013,13.999999999999995
1_20800,2013,2.9999999999999987
1_20901,2013,15.999999999999991
1_2100,2013,21.999999999999982
1_21000,2013,0.0
1_21100,2013,4.999999999999995
1_21200,2013,10.999999999999998
1_21303,2013,3.9999999999999956
1_21400,2013,4.999999999999994
1_21500,2013,3.9999999999999996
1_21600,2013,2.999999999999997
1_21703,2013,4.999999999999999
1_21800,2013,14.999999999999995
1_21900,2013,11.999999999999993
1_22000,2013,2.0
1_2201,2013,12.999999999999991
1_2202,2013,6.999999999999997
1_22102,2013,7.9999999999999964
1_22200,2013,17.999999999999993
1_22301,2013,4.999999999999996
1_22302,2013,0.9999999999999989
1_22400,2013,7.0
1_22500,2013,8.0
1_22600,2013,2.0
1_22700,2013,1.0
1_22800,2013,14.999999999999998
1_22900,2013,15.999999999999998
1_23000,2013,0.9999999999999984
1_23100,2013,6.9999999999999964
1_23200,2013,11.999999999999991
1_23300,2013,2.0
1_23400,2013,2.9999999999999987
