geoid,timestep,boro_code,c_lat,c_lon,crashes,injury_count_t1,crashes_t1,prob_ped_injured_t1,injury_roll3,injury_roll5
4_13200,2013,4.0,40.701,-73.834,86.0,5.0,40.0,0.125,5.0,5.0
4_133300,2013,4.0,40.732,-73.779,78.0,3.0,50.0,0.06,3.0,3.0
4_133900,2013,4.0,40.729,-73.79,18.0,0.9999999999999997,13.0,0.0769230769230769,0.9999999999999997,0.9999999999999997
4_13400,2013,4.0,40.705,-73.835,76.0,5.999999999999999,33.0,0.1818181818181818,5.999999999999999,5.999999999999999
4_134100,2013,4.0,40.735,-73.791,60.0,0.0,19.0,0.0,0.0,0.0
4_134700,2013,4.0,40.738,-73.781,70.0,0.0,19.0,0.0,0.0,0.0
4_13500,2013,4.0,40.771,-73.899,18.0,0.0,10.0,0.0,0.0,0.0
4_13600,2013,4.0,40.707,-73.829,25.0,0.0,4.0,0.0,0.0,0.0
4_136700,2013,4.0,40.744,-73.76,66.0,1.9999999999999993,26.0,0.0769230769230769,1.9999999999999993,1.9999999999999993
4_13700,2013,4.0,40.769,-73.905,15.0,0.9999999999999989,15.0,0.0666666666666666,0.9999999999999989,0.9999999999999989
4_137700,2013,4.0,40.747,-73.75,32.0,0.9999999999999996,14.0,0.0714285714285714,0.9999999999999996,0.9999999999999996
4_13800,2013,4.0,40.707,-73.825,48.0,1.9999999999999993,23.0,0.0869565217391304,1.9999999999999993,1.9999999999999993
4_138501,2013,4.0,40.755,-73.755,83.0,1.0,25.0,0.04,1.0,1.0
4_138502,2013,4.0,40.752,-73.746,96.0,0.0,49.0,0.0,0.0,0.0
4_139900,2013,4.0,40.75,-73.762,35.0,0.0,3.0,0.0,0.0,0.0
4_1400,2013,4.0,40.695,-73.855,43.0,1.9999999999999993,23.0,0.0869565217391304,1.9999999999999993,1.9999999999999993
4_14000,2013,4.0,40.704,-73.829,38.0,0.0,15.0,0.0,0.0,0.0
4_140300,2013,4.0,40.748,-73.77,12.0,1.0,8.0,0.125,1.0,1.0
4_140901,2013,4.0,40.746,-73.775,22.0,0.0,12.0,0.0,0.0,0.0
4_140902,2013,4.0,40.745,-73.782,25.0,0.0,15.0,0.0,0.0,0.0
4_14100,2013,4.0,40.767,-73.907,27.0,2.0,16.0,0.125,2.0,2.0
4_141700,2013,4.0,40.745,-73.792,70.0,0.9999999999999972,36.0,0.0277777777777777,0.9999999999999972,0.9999999999999972
4_14201,2013,4.0,40.701,-73.825,32.0,0.0,12.0,0.0,0.0,0.0
4_14202,2013,4.0,40.699,-73.82,139.0,1.9999999999999938,83.0,0.0240963855421686,1.9999999999999938,1.9999999999999938
4_142900,2013,4.0,40.751,-73.785,35.0,0.0,19.0,0.0,0.0,0.0
4_14300,2013,4.0,40.766,-73.912,38.0,0.9999999999999997,23.0,0.0434782608695652,0.9999999999999997,0.9999999999999997
4_143500,2013,4.0,40.753,-73.77,10.0,0.0,3.0,0.0,0.0,0.0
4_14400,2013,4.0,40.699,-73.829,29.0,0.0,6.0,0.0,0.0,0.0
4_144100,2013,4.0,40.756,-73.764,38.0,0.9999999999999997,13.0,0.0769230769230769,0.9999999999999997,0.9999999999999997
4_144700,2013,4.0,40.757,-73.772,79.0,2.9999999999999987,38.0,0.0789473684210526,2.9999999999999987,2.9999999999999987
4_14500,2013,4.0,40.764,-73.908,12.0,0.0,9.0,0.0,0.0,0.0
4_145101,2013,4.0,40.755,-73.785,36.0,0.0,18.0,0.0,0.0,0.0
4_145102,2013,4.0,40.753,-73.778,21.0,0.0,13.0,0.0,0.0,0.0
4_145900,2013,4.0,40.754,-73.792,31.0,0.0,21.0,0.0,0.0,0.0
4_146300,2013,4.0,40.759,-73.781,114.0,0.9999999999999983,58.0,0.0172413793103448,0.9999999999999983,0.9999999999999983
4_146700,2013,4.0,40.761,-73.773,85.0,2.9999999999999996,43.0,0.0697674418604651,2.9999999999999996,2.9999999999999996
4_14700,2013,4.0,40.763,-73.911,98.0,2.9999999999999996,43.0,0.0697674418604651,2.9999999999999996,2.9999999999999996
4_147100,2013,4.0,40.761,-73.763,128.0,0.9999999999999946,65.0,0.0153846153846153,0.9999999999999946,0.9999999999999946
4_147900,2013,4.0,40.77,-73.742,72.0,0.999999999999999,37.0,0.027027027027027,0.999999999999999,0.999999999999999
4_14800,2013,4.0,40.695,-73.822,38.0,1.9999999999999998,17.0,0.1176470588235294,1.9999999999999998,1.9999999999999998
4_148300,2013,4.0,40.774,-73.749,19.0,0.0,7.0,0.0,0.0,0.0
4_14900,2013,4.0,40.762,-73.914,20.0,1.0,9.0,0.1111111111111111,1.0,1.0
4_15000,2013,4.0,40.693,-73.821,30.0,0.0,18.0,0.0,0.0,0.0
4_150701,2013,4.0,40.762,-73.74,141.0,3.9999999999999964,77.0,0.0519480519480519,3.9999999999999964,3.9999999999999964
4_150702,2013,4.0,40.766,-73.731,64.0,0.9999999999999989,31.0,0.032258064516129,0.9999999999999989,0.9999999999999989
4_15100,2013,4.0,40.76,-73.911,32.0,0.9999999999999997,13.0,0.0769230769230769,0.9999999999999997,0.9999999999999997
4_15200,2013,4.0,40.694,-73.814,35.0,0.9999999999999996,14.0,0.0714285714285714,0.9999999999999996,0.9999999999999996
4_152901,2013,4.0,40.752,-73.734,70.0,1.9999999999999978,49.0,0.0408163265306122,1.9999999999999978,1.9999999999999978
4_152902,2013,4.0,40.759,-73.724,49.0,1.9999999999999996,29.0,0.0689655172413793,1.9999999999999996,1.9999999999999996
4_15300,2013,4.0,40.758,-73.914,19.0,0.0,14.0,0.0,0.0,0.0
4_15400,2013,4.0,40.692,-73.821,59.0,1.9999999999999998,34.0,0.0588235294117647,1.9999999999999998,1.9999999999999998
4_15500,2013,4.0,40.76,-73.918,116.0,10.999999999999998,78.0,0.141025641025641,10.999999999999998,10.999999999999998
4_155102,2013,4.0,40.751,-73.715,128.0,0.9999999999999953,59.0,0.0169491525423728,0.9999999999999953,0.9999999999999953
4_15600,2013,4.0,40.69,-73.821,47.0,0.0,14.0,0.0,0.0,0.0
4_156700,2013,4.0,40.741,-73.73,42.0,0.0,21.0,0.0,0.0,0.0
4_15700,2013,4.0,40.755,-73.922,65.0,1.0,40.0,0.025,1.0,1.0
4_157101,2013,4.0,40.739,-73.72,180.0,0.9999999999999989,90.0,0.0111111111111111,0.9999999999999989,0.9999999999999989
4_157102,2013,4.0,40.735,-73.725,25.0,0.0,9.0,0.0,0.0,0.0
4_157901,2013,4.0,40.745,-73.705,88.0,1.9999999999999962,53.0,0.0377358490566037,1.9999999999999962,1.9999999999999962
4_157902,2013,4.0,40.742,-73.712,103.0,0.9999999999999984,48.0,0.0208333333333333,0.9999999999999984,0.9999999999999984
4_157903,2013,4.0,40.734,-73.708,79.0,1.9999999999999982,43.0,0.0465116279069767,1.9999999999999982,1.9999999999999982
4_15801,2013,4.0,40.689,-73.812,81.0,2.0,47.0,0.0425531914893617,2.0,2.0
4_15802,2013,4.0,40.688,-73.82,51.0,0.9999999999999996,28.0,0.0357142857142857,0.9999999999999996,0.9999999999999996
4_15900,2013,4.0,40.756,-73.918,72.0,0.0,36.0,0.0,0.0,0.0
4_1600,2013,4.0,40.69,-73.855,20.0,1.0,10.0,0.1,1.0,1.0
4_16100,2013,4.0,40.755,-73.915,29.0,1.9999999999999993,21.0,0.0952380952380952,1.9999999999999993,1.9999999999999993
4_161700,2013,4.0,40.729,-73.718,64.0,2.999999999999998,29.0,0.1034482758620689,2.999999999999998,2.999999999999998
4_162100,2013,4.0,40.728,-73.73,71.0,0.0,37.0,0.0,0.0,0.0
4_16300,2013,4.0,40.756,-73.91,26.0,3.0,15.0,0.2,3.0,3.0
4_16400,2013,4.0,40.685,-73.817,41.0,0.0,19.0,0.0,0.0,0.0
4_16600,2013,4.0,40.681,-73.821,91.0,5.0,40.0,0.125,5.0,5.0
4_16800,2013,4.0,40.679,-73.817,34.0,0.9999999999999989,18.0,0.0555555555555555,0.9999999999999989,0.9999999999999989
4_16900,2013,4.0,40.748,-73.914,26.0,0.9999999999999999,17.0,0.0588235294117647,0.9999999999999999,0.9999999999999999
4_17000,2013,4.0,40.684,-73.812,26.0,0.0,8.0,0.0,0.0,0.0
4_17100,2013,4.0,40.75,-73.925,227.0,5.999999999999992,112.0,0.0535714285714285,5.999999999999992,5.999999999999992
4_17200,2013,4.0,40.682,-73.811,44.0,0.9999999999999999,33.0,0.0303030303030303,0.9999999999999999,0.9999999999999999
4_17400,2013,4.0,40.681,-73.81,37.0,1.0,20.0,0.05,1.0,1.0
4_17600,2013,4.0,40.679,-73.81,20.0,0.0,4.0,0.0,0.0,0.0
4_17800,2013,4.0,40.677,-73.809,16.0,0.0,7.0,0.0,0.0,0.0
4_17900,2013,4.0,40.745,-73.93,445.0,7.999999999999991,196.0,0.0408163265306122,7.999999999999991,7.999999999999991
4_1800,2013,4.0,40.69,-73.852,64.0,1.9999999999999978,30.0,0.0666666666666666,1.9999999999999978,1.9999999999999978
4_18000,2013,4.0,40.676,-73.805,32.0,0.9999999999999996,12.0,0.0833333333333333,0.9999999999999996,0.9999999999999996
4_18101,2013,4.0,40.745,-73.924,37.0,0.9999999999999997,21.0,0.0476190476190476,0.9999999999999997,0.9999999999999997
4_18102,2013,4.0,40.744,-73.922,40.0,0.0,21.0,0.0,0.0,0.0
4_18200,2013,4.0,40.676,-73.799,23.0,0.0,13.0,0.0,0.0,0.0
4_18300,2013,4.0,40.745,-73.92,131.0,6.0,59.0,0.1016949152542373,6.0,6.0
4_18401,2013,4.0,40.675,-73.792,48.0,0.0,17.0,0.0,0.0,0.0
4_18402,2013,4.0,40.679,-73.794,41.0,1.0,16.0,0.0625,1.0,1.0
4_18501,2013,4.0,40.739,-73.922,17.0,1.0,8.0,0.125,1.0,1.0
4_18502,2013,4.0,40.741,-73.922,52.0,1.9999999999999991,14.0,0.1428571428571428,1.9999999999999991,1.9999999999999991
4_18600,2013,4.0,40.68,-73.799,19.0,0.0,3.0,0.0,0.0,0.0
4_18700,2013,4.0,40.737,-73.925,27.0,0.0,12.0,0.0,0.0,0.0
4_18800,2013,4.0,40.682,-73.8,13.0,0.9999999999999996,14.0,0.0714285714285714,0.9999999999999996,0.9999999999999996
4_18900,2013,4.0,40.74,-73.928,106.0,3.9999999999999964,43.0,0.0930232558139534,3.9999999999999964,3.9999999999999964
4_1900,2013,4.0,40.749,-73.945,245.0,6.0,96.0,0.0625,6.0,6.0
4_19000,2013,4.0,40.685,-73.795,67.0,3.9999999999999987,26.0,0.1538461538461538,3.9999999999999987,3.9999999999999987
4_19200,2013,4.0,40.684,-73.801,29.0,0.0,12.0,0.0,0.0,0.0
4_19400,2013,4.0,40.686,-73.803,34.0,0.0,9.0,0.0,0.0,0.0
4_19600,2013,4.0,40.689,-73.8,24.0,1.9999999999999998,17.0,0.1176470588235294,1.9999999999999998,1.9999999999999998
4_19800,2013,4.0,40.692,-73.803,52.0,0.0,14.0,0.0,0.0,0.0
4_19900,2013,4.0,40.735,-73.934,290.0,0.9999999999999948,158.0,0.0063291139240506,0.9999999999999948,0.9999999999999948
4_200,2013,4.0,40.693,-73.866,14.0,1.0,5.0,0.2,1.0,1.0
4_2000,2013,4.0,40.691,-73.85,25.0,0.0,12.0,0.0,0.0,0.0
4_20200,2013,4.0,40.69,-73.808,53.0,0.9999999999999984,24.0,0.0416666666666666,0.9999999999999984,0.9999999999999984
4_20400,2013,4.0,40.695,-73.803,81.0,6.999999999999997,47.0,0.1489361702127659,6.999999999999997,6.999999999999997
4_20500,2013,4.0,40.73,-73.922,48.0,0.0,20.0,0.0,0.0,0.0
4_20600,2013,4.0,40.694,-73.809,34.0,0.0,16.0,0.0,0.0,0.0
4_20800,2013,4.0,40.698,-73.807,136.0,1.9999999999999991,57.0,0.0350877192982456,1.9999999999999991,1.9999999999999991
4_21200,2013,4.0,40.701,-73.812,93.0,7.0,37.0,0.1891891891891892,7.0,7.0
4_21400,2013,4.0,40.706,-73.815,154.0,6.0,73.0,0.0821917808219178,6.0,6.0
4_21600,2013,4.0,40.709,-73.824,112.0,2.9999999999999987,46.0,0.0652173913043478,2.9999999999999987,2.9999999999999987
4_21900,2013,4.0,40.724,-73.918,143.0,2.0,80.0,0.025,2.0,2.0
4_2200,2013,4.0,40.696,-73.851,76.0,1.9999999999999978,45.0,0.0444444444444444,1.9999999999999978,1.9999999999999978
4_22001,2013,4.0,40.714,-73.821,38.0,0.9999999999999996,19.0,0.0526315789473684,0.9999999999999996,0.9999999999999996
4_22002,2013,4.0,40.713,-73.814,56.0,0.0,16.0,0.0,0.0,0.0
4_22900,2013,4.0,40.734,-73.911,54.0,0.0,25.0,0.0,0.0,0.0
4_23000,2013,4.0,40.713,-73.808,13.0,0.9999999999999996,6.0,0.1666666666666666,0.9999999999999996,0.9999999999999996
4_23200,2013,4.0,40.71,-73.811,48.0,0.9999999999999997,23.0,0.0434782608695652,0.9999999999999997,0.9999999999999997
4_23500,2013,4.0,40.739,-73.918,51.0,4.999999999999998,31.0,0.1612903225806451,4.999999999999998,4.999999999999998
4_23600,2013,4.0,40.707,-73.805,73.0,3.9999999999999996,33.0,0.1212121212121212,3.9999999999999996,3.9999999999999996
4_23800,2013,4.0,40.705,-73.809,77.0,2.9999999999999996,33.0,0.0909090909090909,2.9999999999999996,2.9999999999999996
4_2400,2013,4.0,40.697,-73.847,15.0,0.0,7.0,0.0,0.0,0.0
4_24000,2013,4.0,40.703,-73.805,89.0,4.999999999999998,58.0,0.0862068965517241,4.999999999999998,4.999999999999998
4_24300,2013,4.0,40.737,-73.902,130.0,6.9999999999999964,59.0,0.1186440677966101,6.9999999999999964,6.9999999999999964
4_24500,2013,4.0,40.739,-73.905,35.0,0.0,14.0,0.0,0.0,0.0
4_24600,2013,4.0,40.701,-73.796,97.0,7.999999999999997,52.0,0.1538461538461538,7.999999999999997,7.999999999999997
4_24700,2013,4.0,40.742,-73.899,58.0,0.9999999999999997,46.0,0.0217391304347826,0.9999999999999997,0.9999999999999997
4_24900,2013,4.0,40.743,-73.904,64.0,0.9999999999999997,21.0,0.0476190476190476,0.9999999999999997,0.9999999999999997
4_2500,2013,4.0,40.755,-73.945,28.0,0.9999999999999984,26.0,0.0384615384615384,0.9999999999999984,0.9999999999999984
4_25100,2013,4.0,40.745,-73.91,85.0,1.999999999999998,37.0,0.054054054054054,1.999999999999998,1.999999999999998
4_25301,2013,4.0,40.745,-73.917,121.0,6.0,54.0,0.1111111111111111,6.0,6.0
4_25302,2013,4.0,40.744,-73.913,28.0,0.0,10.0,0.0,0.0,0.0
4_25400,2013,4.0,40.697,-73.794,82.0,2.999999999999999,39.0,0.0769230769230769,2.999999999999999,2.999999999999999
4_25500,2013,4.0,40.75,-73.908,70.0,2.9999999999999996,33.0,0.0909090909090909,2.9999999999999996,2.9999999999999996
4_25700,2013,4.0,40.75,-73.905,55.0,1.9999999999999993,26.0,0.0769230769230769,1.9999999999999993,1.9999999999999993
4_25800,2013,4.0,40.696,-73.787,28.0,1.0,16.0,0.0625,1.0,1.0
4_25900,2013,4.0,40.749,-73.904,67.0,0.9999999999999989,31.0,0.032258064516129,0.9999999999999989,0.9999999999999989
4_2600,2013,4.0,40.697,-73.843,12.0,0.0,5.0,0.0,0.0,0.0
4_26000,2013,4.0,40.693,-73.793,21.0,0.0,9.0,0.0,0.0,0.0
4_26100,2013,4.0,40.747,-73.901,90.0,2.9999999999999996,33.0,0.0909090909090909,2.9999999999999996,2.9999999999999996
4_26200,2013,4.0,40.691,-73.792,32.0,0.0,15.0,0.0,0.0,0.0
4_26300,2013,4.0,40.746,-73.897,92.0,3.0,48.0,0.0625,3.0,3.0
4_26400,2013,4.0,40.692,-73.786,35.0,2.0,20.0,0.1,2.0,2.0
4_26500,2013,4.0,40.745,-73.893,33.0,2.9999999999999987,14.0,0.2142857142857142,2.9999999999999987,2.9999999999999987
4_26600,2013,4.0,40.692,-73.782,29.0,0.0,19.0,0.0,0.0,0.0
4_26700,2013,4.0,40.745,-73.888,83.0,2.999999999999997,45.0,0.0666666666666666,2.999999999999997,2.999999999999997
4_26901,2013,4.0,40.747,-73.882,38.0,3.0,15.0,0.2,3.0,3.0
4_26902,2013,4.0,40.745,-73.883,48.0,2.0,20.0,0.1,2.0,2.0
4_27000,2013,4.0,40.689,-73.791,36.0,0.0,21.0,0.0,0.0,0.0
4_27100,2013,4.0,40.745,-73.879,65.0,4.999999999999998,31.0,0.1612903225806451,4.999999999999998,4.999999999999998
4_27200,2013,4.0,40.684,-73.791,13.0,0.9999999999999996,7.0,0.1428571428571428,0.9999999999999996,0.9999999999999996
4_27300,2013,4.0,40.752,-73.873,86.0,2.9999999999999987,36.0,0.0833333333333333,2.9999999999999987,2.9999999999999987
4_27400,2013,4.0,40.685,-73.789,22.0,0.0,15.0,0.0,0.0,0.0
4_27500,2013,4.0,40.752,-73.876,64.0,0.9999999999999983,29.0,0.0344827586206896,0.9999999999999983,0.9999999999999983
4_27600,2013,4.0,40.688,-73.786,12.0,0.0,6.0,0.0,0.0,0.0
4_27700,2013,4.0,40.753,-73.878,96.0,5.999999999999999,33.0,0.1818181818181818,5.999999999999999,5.999999999999999
4_27800,2013,4.0,40.686,-73.783,20.0,1.0,8.0,0.125,1.0,1.0
4_27900,2013,4.0,40.752,-73.88,80.0,4.0,40.0,0.1,4.0,4.0
4_2800,2013,4.0,40.692,-73.844,52.0,0.9999999999999989,31.0,0.032258064516129,0.9999999999999989,0.9999999999999989
4_28000,2013,4.0,40.688,-73.78,24.0,1.0,8.0,0.125,1.0,1.0
4_28100,2013,4.0,40.752,-73.883,80.0,2.9999999999999996,33.0,0.0909090909090909,2.9999999999999996,2.9999999999999996
4_28200,2013,4.0,40.685,-73.774,25.0,0.9999999999999997,13.0,0.0769230769230769,0.9999999999999997,0.9999999999999997
4_28300,2013,4.0,40.751,-73.885,119.0,3.9999999999999987,52.0,0.0769230769230769,3.9999999999999987,3.9999999999999987
4_28400,2013,4.0,40.683,-73.778,44.0,0.0,16.0,0.0,0.0,0.0
4_28500,2013,4.0,40.751,-73.887,72.0,2.9999999999999996,33.0,0.0909090909090909,2.9999999999999996,2.9999999999999996
4_28700,2013,4.0,40.751,-73.889,98.0,9.999999999999995,68.0,0.1470588235294117,9.999999999999995,9.999999999999995
4_28800,2013,4.0,40.679,-73.786,68.0,2.9999999999999987,36.0,0.0833333333333333,2.9999999999999987,2.9999999999999987
4_28900,2013,4.0,40.751,-73.892,145.0,8.999999999999996,66.0,0.1363636363636363,8.999999999999996,8.999999999999996
4_29100,2013,4.0,40.751,-73.895,177.0,3.999999999999992,103.0,0.0388349514563106,3.999999999999992,3.999999999999992
4_29300,2013,4.0,40.752,-73.899,50.0,0.0,18.0,0.0,0.0,0.0
4_29400,2013,4.0,40.671,-73.781,234.0,5.999999999999995,123.0,0.048780487804878,5.999999999999995,5.999999999999995
4_29500,2013,4.0,40.756,-73.907,75.0,0.999999999999999,27.0,0.037037037037037,0.999999999999999,0.999999999999999
4_29700,2013,4.0,40.759,-73.903,89.0,2.0,51.0,0.0392156862745098,2.0,2.0
4_29900,2013,4.0,40.764,-73.899,1.0,0.0,1.0,0.0,0.0,0.0
4_30600,2013,4.0,40.665,-73.78,361.0,1.9999999999999856,206.0,0.0097087378640776,1.9999999999999856,1.9999999999999856
4_30902,2013,4.0,40.758,-73.896,115.0,0.9999999999999969,56.0,0.0178571428571428,0.9999999999999969,0.9999999999999969
4_30903,2013,4.0,40.758,-73.89,80.0,2.0,50.0,0.04,2.0,2.0
4_30904,2013,4.0,40.764,-73.891,149.0,1.9999999999999951,70.0,0.0285714285714285,1.9999999999999951,1.9999999999999951
4_3100,2013,4.0,40.753,-73.934,109.0,2.9999999999999996,51.0,0.0588235294117647,2.9999999999999996,2.9999999999999996
4_31700,2013,4.0,40.77,-73.893,113.0,4.0,64.0,0.0625,4.0,4.0
4_3200,2013,4.0,40.687,-73.847,96.0,0.0,50.0,0.0,0.0,0.0
4_32000,2013,4.0,40.661,-73.765,296.0,4.999999999999997,144.0,0.0347222222222222,4.999999999999997,4.999999999999997
4_32700,2013,4.0,40.758,-73.885,66.0,2.9999999999999996,43.0,0.0697674418604651,2.9999999999999996,2.9999999999999996
4_32800,2013,4.0,40.672,-73.756,57.0,0.0,24.0,0.0,0.0,0.0
4_32900,2013,4.0,40.764,-73.883,160.0,0.0,82.0,0.0,0.0,0.0
4_3300,2013,4.0,40.754,-73.938,273.0,4.999999999999988,148.0,0.0337837837837837,4.999999999999988,4.999999999999988
4_33000,2013,4.0,40.67,-73.764,84.0,2.999999999999997,41.0,0.073170731707317,2.999999999999997,2.999999999999997
4_33100,2013,4.0,40.774,-73.874,6.0,0.0,4.0,0.0,0.0,0.0
4_33401,2013,4.0,40.679,-73.767,75.0,3.0,27.0,0.1111111111111111,3.0,3.0
4_33402,2013,4.0,40.675,-73.772,98.0,1.9999999999999978,45.0,0.0444444444444444,1.9999999999999978,1.9999999999999978
4_33700,2013,4.0,40.759,-73.883,56.0,3.9999999999999987,21.0,0.1904761904761904,3.9999999999999987,3.9999999999999987
4_33900,2013,4.0,40.759,-73.88,19.0,0.0,11.0,0.0,0.0,0.0
4_3400,2013,4.0,40.685,-73.858,51.0,1.9999999999999993,23.0,0.0869565217391304,1.9999999999999993,1.9999999999999993
4_34700,2013,4.0,40.767,-73.879,75.0,2.0,40.0,0.05,2.0,2.0
4_35100,2013,4.0,40.759,-73.877,47.0,1.9999999999999991,19.0,0.1052631578947368,1.9999999999999991,1.9999999999999991
4_35200,2013,4.0,40.679,-73.758,84.0,0.9999999999999983,39.0,0.0256410256410256,0.9999999999999983,0.9999999999999983
4_35300,2013,4.0,40.76,-73.874,83.0,2.999999999999997,37.0,0.081081081081081,2.999999999999997,2.999999999999997
4_35700,2013,4.0,40.768,-73.871,149.0,2.0,64.0,0.03125,2.0,2.0
4_35800,2013,4.0,40.676,-73.751,82.0,2.999999999999997,37.0,0.081081081081081,2.999999999999997,2.999999999999997
4_3600,2013,4.0,40.684,-73.857,20.0,2.9999999999999987,21.0,0.1428571428571428,2.9999999999999987,2.9999999999999987
4_36100,2013,4.0,40.761,-73.872,46.0,1.9999999999999998,22.0,0.0909090909090909,1.9999999999999998,1.9999999999999998
4_36300,2013,4.0,40.76,-73.869,36.0,1.9999999999999991,14.0,0.1428571428571428,1.9999999999999991,1.9999999999999991
4_36500,2013,4.0,40.76,-73.866,82.0,0.9999999999999972,36.0,0.0277777777777777,0.9999999999999972,0.9999999999999972
4_36600,2013,4.0,40.686,-73.763,58.0,0.999999999999999,27.0,0.037037037037037,0.999999999999999,0.999999999999999
4_36700,2013,4.0,40.763,-73.868,34.0,0.0,16.0,0.0,0.0,0.0
4_36800,2013,4.0,40.685,-73.766,19.0,0.0,5.0,0.0,0.0,0.0
4_3700,2013,4.0,40.762,-73.944,14.0,0.0,18.0,0.0,0.0,0.0
4_37100,2013,4.0,40.764,-73.864,13.0,0.0,2.0,0.0,0.0,0.0
4_37300,2013,4.0,40.76,-73.86,113.0,0.9999999999999969,43.0,0.0232558139534883,0.9999999999999969,0.9999999999999969
4_37500,2013,4.0,40.751,-73.87,49.0,7.0,39.0,0.1794871794871795,7.0,7.0
4_37600,2013,4.0,40.688,-73.754,51.0,0.0,31.0,0.0,0.0,0.0
4_37700,2013,4.0,40.756,-73.869,64.0,2.9999999999999996,33.0,0.0909090909090909,2.9999999999999996,2.9999999999999996
4_37900,2013,4.0,40.755,-73.864,63.0,1.9999999999999993,21.0,0.0952380952380952,1.9999999999999993,1.9999999999999993
4_3800,2013,4.0,40.685,-73.847,61.0,0.0,20.0,0.0,0.0,0.0
4_38100,2013,4.0,40.756,-73.858,115.0,0.9999999999999988,44.0,0.0227272727272727,0.9999999999999988,0.9999999999999988
4_38301,2013,4.0,40.761,-73.841,54.0,0.0,29.0,0.0,0.0,0.0
4_38302,2013,4.0,40.741,-73.841,166.0,0.9999999999999921,95.0,0.0105263157894736,0.9999999999999921,0.9999999999999921
4_38400,2013,4.0,40.693,-73.748,77.0,3.9999999999999996,44.0,0.0909090909090909,3.9999999999999996,3.9999999999999996
4_3900,2013,4.0,40.763,-73.941,35.0,0.9999999999999997,13.0,0.0769230769230769,0.9999999999999997,0.9999999999999997
4_39400,2013,4.0,40.69,-73.759,86.0,2.999999999999996,44.0,0.0681818181818181,2.999999999999996,2.999999999999996
4_39800,2013,4.0,40.695,-73.765,48.0,0.9999999999999997,21.0,0.0476190476190476,0.9999999999999997,0.9999999999999997
4_39900,2013,4.0,40.752,-73.854,64.0,2.0,32.0,0.0625,2.0,2.0
4_400,2013,4.0,40.69,-73.865,47.0,2.9999999999999987,21.0,0.1428571428571428,2.9999999999999987,2.9999999999999987
4_40000,2013,4.0,40.698,-73.765,37.0,0.0,12.0,0.0,0.0,0.0
4_4001,2013,4.0,40.683,-73.846,82.0,0.0,43.0,0.0,0.0,0.0
4_4002,2013,4.0,40.682,-73.843,109.0,1.999999999999998,54.0,0.037037037037037,1.999999999999998,1.999999999999998
4_40100,2013,4.0,40.751,-73.857,43.0,1.9999999999999998,17.0,0.1176470588235294,1.9999999999999998,1.9999999999999998
4_40200,2013,4.0,40.7,-73.769,31.0,2.999999999999999,13.0,0.2307692307692307,2.999999999999999,2.999999999999999
4_40300,2013,4.0,40.751,-73.86,44.0,0.0,18.0,0.0,0.0,0.0
4_40400,2013,4.0,40.705,-73.771,38.0,0.9999999999999997,21.0,0.0476190476190476,0.9999999999999997,0.9999999999999997
4_40500,2013,4.0,40.75,-73.863,54.0,0.9999999999999989,18.0,0.0555555555555555,0.9999999999999989,0.9999999999999989
4_40700,2013,4.0,40.75,-73.866,42.0,2.999999999999998,26.0,0.1153846153846153,2.999999999999998,2.999999999999998
4_40900,2013,4.0,40.75,-73.868,51.0,3.9999999999999987,23.0,0.1739130434782608,3.9999999999999987,3.9999999999999987
4_41100,2013,4.0,40.744,-73.865,41.0,0.9999999999999999,17.0,0.0588235294117647,0.9999999999999999,0.9999999999999999
4_41300,2013,4.0,40.745,-73.861,39.0,0.9999999999999997,21.0,0.0476190476190476,0.9999999999999997,0.9999999999999997
4_41400,2013,4.0,40.7,-73.781,23.0,0.0,13.0,0.0,0.0,0.0
4_41500,2013,4.0,40.747,-73.857,35.0,4.999999999999998,21.0,0.238095238095238,4.999999999999998,4.999999999999998
4_4200,2013,4.0,40.682,-73.858,35.0,3.0,15.0,0.2,3.0,3.0
4_42400,2013,4.0,40.695,-73.772,23.0,0.0,10.0,0.0,0.0,0.0
4_42600,2013,4.0,40.689,-73.77,40.0,0.9999999999999996,28.0,0.0357142857142857,0.9999999999999996,0.9999999999999996
4_42700,2013,4.0,40.744,-73.854,22.0,0.9999999999999997,13.0,0.0769230769230769,0.9999999999999997,0.9999999999999997
4_4300,2013,4.0,40.761,-73.938,62.0,0.9999999999999983,29.0,0.0344827586206896,0.9999999999999983,0.9999999999999983
4_43200,2013,4.0,40.691,-73.776,55.0,2.9999999999999987,18.0,0.1666666666666666,2.9999999999999987,2.9999999999999987
4_43400,2013,4.0,40.696,-73.779,22.0,0.0,9.0,0.0,0.0,0.0
4_43701,2013,4.0,40.739,-73.851,41.0,0.9999999999999997,21.0,0.0476190476190476,0.9999999999999997,0.9999999999999997
4_43702,2013,4.0,40.738,-73.857,38.0,3.999999999999999,30.0,0.1333333333333333,3.999999999999999,3.999999999999999
4_43900,2013,4.0,40.742,-73.856,55.0,3.0,27.0,0.1111111111111111,3.0,3.0
4_44000,2013,4.0,40.703,-73.785,65.0,5.0,40.0,0.125,5.0,5.0
4_4401,2013,4.0,40.677,-73.859,72.0,0.0,18.0,0.0,0.0,0.0
4_44301,2013,4.0,40.741,-73.859,34.0,1.0,10.0,0.1,1.0,1.0
